state,city,zip,Y,X,compid,id
MS,Moss Point,39563,30.407564,-88.530167,2,520
ND,Williston,58801,48.41687,-103.82386,2,521
MN,Alexandria,56308,45.892797,-95.365967,2,522
CO,Grand Junction,81505,39.107861,-108.607362,2,523
AZ,Tuscon,85756,32.136236,-111.085365,2,524
IA,Sioux City,51111,42.425511,-96.375133,2,525
IL,Marion,62959,37.722939,-88.873368,2,526
MI,Port Huron,48074,42.944217,-82.559913,2,527
OH,Chillicothe,45601,39.328095,-82.982598,2,528
SD,Murdo,57559,43.958192,-100.699101,2,529
AL,McCalla,35111,33.268815,-87.144228,2,530
AL,Birmingham,35207,33.560963,-86.818624,2,531
AL,Dothan,36301,31.19982,-85.41768,2,532
AL,Hope Hull,36043,32.230319,-86.367123,2,533
AR,Russellville,72801,35.282948,-93.138428,2,534
AR,Texarkana,71854,33.436576,-94.019848,2,535
AR,West Memphis,72301,35.146563,-90.177352,2,536
AZ,Ehrenberg,85334,33.620992,-114.496847,2,537
AZ,Eloy,85231,32.75583,-111.55417,2,538
AZ,Kingman,86401,35.52402,-113.99268,2,539
AZ,Phoenix,85043,33.439449,-112.191012,2,540
AZ,Winslow,86047,35.27538,-110.31582,2,541
CA,Bakersfield,93308,35.54676,-119.04402,2,542
CA,Barstow,92311,34.887322,-117.037597,2,543
CA,Frazier Park,93243,34.82988,-118.86348,2,544
CA,Lodi,95242,38.127032,-121.322128,2,545
CA,Ripon,95366,37.778832,-121.124563,2,546
CO,Aurora,80011,39.74165,-104.791421,2,547
PA,Smithton,15479,40.139958,-79.727931,2,548
CO,Limon,80828,39.261367,-103.688061,2,549
FL,St. Lucie,34945,27.42497,-80.450133,2,550
FL,Quincy,32343,30.487891,-84.462951,2,551
FL,Dade City,33576,28.324246,-82.319355,2,552
FL,Tampa,33584,27.990282,-82.285514,2,553
FL,St Augustine,32086,29.759403,-81.30397,2,554
GA,Brunswick,31523,31.174003,-81.501377,2,555
GA,Carnesville,30521,34.383201,-83.286493,2,556
GA,Jackson,30233,33.294108,-83.965048,2,557
GA,Lake Park,31636,30.6871,-83.20203,2,558
GA,Resaca,30735,34.593674,-84.928381,2,559
GA,Union Point,30669,33.64458,-83.085879,2,560
GA,Temple,30179,33.808273,-85.018501,2,561
IA,Davenport,52806,41.571562,-90.60316,2,562
IA,Evansdale,50707,42.48288,-92.27706,2,563
ID,Caldwell,83605,43.658798,-116.716481,2,564
ID,Post Falls,83854,47.74092,-116.9448,2,565
ID,Twin Falls,83338,42.709237,-114.464322,2,566
ID,McCammon,83250,42.643759,-112.195942,2,567
IL,Alorton,62207,38.6103,-90.15618,2,568
IL,Effingham,62401,39.12264,-88.58796,2,569
IL,LaSalle,61301,41.35563,-89.094865,2,570
IL,Pontoon Beach,62040,38.761356,-90.096335,2,571
IL,South Beloit,61080,42.47718,-88.97166,2,572
IN,Haubstadt,47639,38.1846,-87.62592,2,573
IN,Indianapolis,46217,39.667568,-86.198814,2,574
IN,Lake Station,46405,41.56853,-87.270213,2,575
IN,Lebanon,46052,40.051603,-86.470531,2,576
IN,Lowell,46356,41.284559,-87.416071,2,577
IN,Spiceland,47385,39.837003,-85.438958,2,578
IN,Whiteland,46184,39.555508,-86.091336,2,579
KS,Dodge City,67801,37.757785,-100.018943,2,580
KS,Emporia,66801,38.409293,-96.189099,2,581
KS,Salina,67401,38.829855,-97.616195,2,582
KY,Catlettsburg,41129,38.373377,-82.628036,2,583
KY,Franklin,42134,36.728547,-86.572927,2,584
KY,Oak Grove,42262,36.677845,-87.447679,2,585
KY,Waddy,40076,38.149878,-85.06148,2,586
KY,Walton,41094,38.884714,-84.634472,2,587
LA,Greenwood,71033,32.437841,-93.988179,2,588
MI,Benton Harbor,49022,42.110957,-86.403985,2,589
MI,Grand Ledge,48837,42.741897,-84.743758,2,590
MI,Saginaw,48601,43.405416,-83.900719,2,591
MO,Joplin,64804,37.064704,-94.509874,2,592
MO,Matthews,63867,36.757869,-89.587967,2,593
MO,Peculiar,64078,38.725247,-94.455413,2,594
MO,Sullivan,63080,38.26128,-91.14156,2,595
MO,Warrenton,63383,38.77122,-91.22436,2,596
MO,Wayland,63472,40.397041,-91.582082,2,597
MS,Gulfport,39503,30.4731,-89.15382,2,598
MS,Olive Branch,38654,34.950007,-89.862634,2,599
MS,Pearl,39208,32.27172,-90.10494,2,600
NC,Graham,27258,36.061861,-79.339937,2,601
NC,Kenly,27542,35.590858,-78.122283,2,602
ND,Beach,58621,46.931605,-104.007445,2,603
ND,Fargo,58104,46.819706,-96.808039,2,604
NE,Gretna,68028,41.127216,-96.250421,2,605
NE,No. Platte,69101,41.133414,-100.771684,2,606
NJ,Carney's Point,8069,39.70704,-75.4467,2,607
NM,Albuquerque,87105,35.043217,-106.694148,2,608
NM,Lordsburg,88045,32.347258,-108.708739,2,609
NM,Tucumcari,88401,35.169863,-103.720274,2,610
NV,Wells,89835,41.108927,-114.965942,2,611
NY,Pembroke,14036,42.972006,-78.383842,2,612
OH,Austinburg,44010,41.760517,-80.850566,2,613
OH,Beaverdam,45808,40.830818,-83.969324,2,614
NC,Haw River,27258,36.061861,-79.339937,2,615
OH,Berkshire,43074,40.269436,-82.843951,2,616
OH,Hubbard,44425,41.163813,-80.581187,2,617
NC,Candor,27229,35.226802,-79.791427,2,618
OH,Jeffersonville,43128,39.65666,-83.573926,2,619
OH,Millersport,43046,39.89895,-82.526218,2,620
NC,Kenly,27542,35.590858,-78.122283,2,621
NC,Warsaw,28398,34.98054,-78.09456,2,622
OH,Lake Township,43551,41.542639,-83.597702,2,623
OK,Ardmore,73401,34.33249,-97.33532,2,624
OK,Checotah,74426,35.4177,-95.55378,2,625
OK,Oklahoma City,73128,35.451515,-97.620639,2,626
OK,Edmond,73013,35.622482,-97.470627,2,627
OK,Sayre,73662,35.299435,-99.638752,2,628
OK,Tulsa,74116,36.172746,-95.841579,2,629
PA,Brookville,15825,41.1741,-79.0674,2,630
PA,Carlisle,17013,40.203056,-77.313611,2,631
PA,Mill Hall,17751,41.106295,-77.488495,2,632
PA,New Milford,18834,41.873819,-75.726137,2,633
SC,Blacksburg,29702,35.11567,-81.513969,2,634
SC,Columbia,29203,34.09818,-81.03618,2,635
SC,Latta,29565,34.335502,-79.432246,2,636
SC,Rock Hill,29730,34.929113,-81.022958,2,637
MO,Foristell,63348,38.790081,-90.936659,2,638
SD,Sioux Falls,57107,43.56535,-96.796958,2,639
MO,Villa Ridge,63089,38.463535,-90.874188,2,640
MO,Pevely,63070,38.28378,-90.44046,2,641
IN,Gary,46406,41.587301,-87.411577,2,642
TN,Fairview,37062,35.970047,-87.127121,2,643
IN,Indianapolis,46217,39.667568,-86.198814,2,644
TN,Knoxville,37932,35.920159,-84.174433,2,645
TX,Amarillo,79118,35.06543,-101.852052,2,646
TX,Anthony,79821,31.970939,-106.597447,2,647
TX,Baytown,77521,29.795863,-94.973054,2,648
TX,Dallas,75241,32.656089,-96.746634,2,649
TX,Edinburg,78539,26.33202,-98.16384,2,650
TX,El Paso,79927,31.65522,-106.22826,2,651
TX,Houston,77090,30.011863,-95.446521,2,652
TX,Laredo,78045,27.594073,-99.51285,2,653
IN,Spiceland,47385,39.837003,-85.438958,2,654
OH,Girard,44420,41.157789,-80.68793,2,655
TX,Lubbock,79401,33.584601,-101.846676,2,656
TX,New Caney,77357,30.13446,-95.1807,2,657
TX,Orange,77630,30.081944,-93.758056,2,658
TX,Pecos,79772,31.375544,-103.523013,2,659
TX,San Antonio,78244,29.479985,-98.352567,2,660
TX,Tye,79563,32.450724,-99.867551,2,661
TX,Waco,76711,31.512973,-97.16358,2,662
TX,Brookshire,77423,29.79894,-95.962284,2,663
TX,Wichita Falls,76301,33.911774,-98.4986,2,664
UT,Lake Point,84074,40.57128,-112.31862,2,665
UT,Nephi,84648,39.710909,-111.844866,2,666
UT,Ogden,84401,41.2198,-112.016418,2,667
UT,Salt Lake City,84119,40.692079,-111.947832,2,668
UT,Springville,84663,40.162967,-111.60305,2,669
UT,Willard,84340,41.403126,-112.0361,2,670
VA,Carmel Church,22546,38.007807,-77.545616,2,671
VA,Fort Chiswell,24360,36.92448,-80.9118,2,672
VA,Winchester,22624,39.247394,-78.092824,2,673
VA,Ruther Glen,22546,38.007807,-77.545616,2,674
VA,Wytheville,24382,36.94526,-81.089071,2,675
WI,Black River Falls,54615,44.290491,-90.846708,2,676
WY,Casper,82609,42.84645,-106.274603,2,677
WY,Cheyenne,82007,41.111908,-104.863666,2,678
WY,Cokeville,83114,42.1,-111,2,679
WY,Evanston,82930,41.249255,-110.959297,2,680
WY,Gillette,82718,44.266688,-105.525118,2,681
WY,Rawlins,82301,41.78887,-107.199009,2,682
WY,Rock Springs,82901,41.59755,-109.234183,2,683
CA,Thousand Palms,92276,33.810639,-116.376227,2,684
MO,Kansas City,64120,39.12391,-94.5372,2,685
NV,Winnemucca,89445,41.12556,-117.78672,2,686
UT,North Salt Lake,84054,40.837299,-111.919323,2,687
UT,Richfield,84701,38.67516,-111.98982,2,688
UT,Snowville,84336,41.839382,-112.595114,2,689
UT,St. George,84790,37.080345,-113.575391,2,690
ID,East Boise,83705,43.580123,-116.219041,2,691
CO,Steamboat Springs,80487,40.488148,-106.868862,2,692
MD,Northeast,21901,39.590075,-75.955936,2,693
NC,Mcleansville,27301,36.113388,-79.673916,2,694
NC,Conover,28613,35.71182,-81.209282,2,695
NC,Troutman,28166,35.699084,-80.889947,2,696
NC,Salisbury,28147,35.667513,-80.533434,2,697
NC,Monroe,28110,35.010982,-80.551224,2,698
NM,Artesia,88210,32.835208,-104.413737,2,699
NM,Artesia,88210,32.835208,-104.413737,2,700
NM,Hobbs,88240,32.725126,-103.140536,2,701
NM,Eunice,88231,32.441225,-103.165099,2,702
TX,Seminole,79360,32.717704,-102.674594,2,703
TX,Andrews,79714,32.32711,-102.548597,2,704
TX,Midland,79701,31.989057,-102.0819,2,705
TX,Midland,79701,31.989057,-102.0819,2,706
TX,Odessa,79764,31.879344,-102.43678,2,707
TX,Odessa,79761,31.854911,-102.352859,2,708
TX,Big Spring,79721,32.250099,-101.457516,2,709
TX,Crane,79731,31.392825,-102.35161,2,710
TX,Ozona,76943,30.71096,-101.211744,2,711
TX,Sonora,76950,30.568862,-100.642173,2,712
TX,Kilgore,75662,32.40024,-94.89018,2,713
NM,Hobbs,88240,32.725126,-103.140536,2,714
PA,Pine Grove,17963,40.54902,-76.40412,2,715
FL,Miami,33178,25.85677,-80.41599,2,716
FL,Miami,33194,25.758515,-80.391867,2,717
MD,Elkton,21921,39.626375,-75.849604,2,718
VA,Ruther Glen,22546,38.007807,-77.545616,2,719
CA,Sacramento,95833,38.6172,-121.497424,2,720
NJ,Montague,7827,41.30616,-74.7489,2,721
IN,Fort Wayne,46808,41.10106,-85.170092,2,722
CT,North Stonington,6359,41.462417,-71.870272,2,723
TX,Canton,75103,32.552553,-95.870563,2,724
SC,Campobello,29322,35.118004,-82.126556,2,725
NC,"Dunn, NC",28334,35.310491,-78.619199,2,726
IL,Grayville,62844,38.235615,-88.015319,2,727
TX,Snyder,79549,32.76468,-100.85892,2,728
TX,Tulia,79088,34.65164,-101.49838,2,729
IL,Mt. Vernon,62864,38.31764,-88.909298,2,730
KY,Kuttawa,42055,37.058468,-88.128269,2,731
NJ,Ledgewood,7852,40.88382,-74.655214,2,732
UT,Green River,84525,39.000232,-110.160774,2,733
IA,Avoca,51521,41.477491,-95.339627,2,734
TX,Eagle Pass,78852,28.715762,-100.492839,2,735
MI,Westhaven,48183,42.134388,-83.215861,2,736
NH,Bow,3304,43.139561,-71.545695,2,737
FL,Miami Gardens,23434,36.731942,-76.60187,2,738
VA,Emporia,23847,36.695563,-77.543942,2,739
VA,South Hill,23970,36.727549,-78.134748,2,740
NC,Dunn,28334,35.310491,-78.619199,2,741
NE,Elm Creek,68836,40.718701,-99.373782,2,742
NE,Grand Island,68801,40.92332,-98.33643,2,743
KS,Salina,67401,38.829855,-97.616195,2,744
NE,Big Springs,69122,41.109609,-102.144422,2,745
NE,Wood River,68883,40.819408,-98.59785,2,746
IA,Altoona,50009,41.649151,-93.469244,2,747
SD,Rapid City,57702,44.063037,-103.280916,2,748
KS,Colby,67701,39.394672,-101.047317,2,749
TN,Chattanooga,37421,35.02529,-85.144734,2,750
OK,El Reno,73036,35.528207,-97.953685,2,751
IL,Danville,61834,40.130702,-87.629223,2,752
IN,Clarkesville,47129,38.316146,-85.769135,2,753
KY,Nicholasville,40356,37.883596,-84.566606,2,754
NE,Omaha,68127,41.204126,-96.054148,2,755
NM,Hobbs,88240,32.725126,-103.140536,2,756
NC,Cleveland,27013,35.745026,-80.676769,2,757
ND,Fargo,58102,46.893312,-96.798609,2,758
TX,Midland,79701,31.989057,-102.0819,2,759
TX,Midland,79701,31.989057,-102.0819,2,760
TN,Nashville,37210,36.138854,-86.736367,2,761
VA,Abingdon,24210,36.707838,-81.978013,2,762
LA,Shreveport,71108,32.441723,-93.787148,2,763
TX,Midland,79706,31.989044,-102.073733,2,764
TX,Von Ormy,78073,29.254866,-98.613495,2,765
CA,Bakersfield,93308,35.54676,-119.04402,2,766
NC,Durham,27707,35.964557,-78.940527,4,767
NC,Greensboro,27406,36.021374,-79.767916,4,768
NC,Sanford,27330,35.459277,-79.168611,4,769
SC,Hilton Head Island,29926,32.234951,-80.735624,4,770
SC,Elgin,29045,34.180379,-80.797725,4,771
NC,Raleigh,27606,35.754707,-78.722559,4,772
SC,Irmo,29063,34.122153,-81.195991,4,773
NC,Sanford,27332,35.462395,-79.172874,4,774
SC,Myrtle Beach,29572,33.762507,-78.798962,4,775
SC,N Myrtle Beach,29582,33.82742,-78.682495,4,776
NC,High Point,27261,35.975341,-79.999493,4,777
SC,Hilton Head Island,29926,32.234951,-80.735624,4,778
NC,Wilmington,28412,34.142287,-77.915225,4,779
NC,Sanford,27330,35.459277,-79.168611,4,780
SC,Summerville,29483,33.017824,-80.21135,4,781
NC,Wilmington,28405,34.28172,-77.82474,4,782
NC,Fayetteville,28314,35.05772,-79.003491,4,783
SC,Little River,29566,33.885716,-78.637355,4,784
NC,Wilmington,28401,34.229055,-77.935953,4,785
NC,Southern Pines,28387,35.174091,-79.390844,4,786
SC,Isle Of Palms,29451,32.795877,-79.769665,4,787
SC,Summerville,29483,33.017824,-80.21135,4,788
SC,Simpsonville,29681,34.777584,-82.128196,4,789
SC,Hilton Head Island,29926,32.234951,-80.735624,4,790
SC,Summerville,29485,32.975069,-80.180159,4,791
SC,Georgetown,29440,33.52698,-79.29846,4,792
SC,Summerville,29485,32.975069,-80.180159,4,793
SC,N Charleston,29406,32.92896,-80.02842,4,794
NC,Cary,27518,35.756619,-78.78153,4,795
NC,Hillsborough,27278,36.07458,-79.07766,4,796
SC,Charleston,29412,32.71926,-79.95108,4,797
NC,Cary,27518,35.756619,-78.78153,4,798
NC,Winterville,28590,35.535325,-77.395248,4,799
NC,Durham,27713,35.916567,-78.917612,4,800
SC,Mt. Pleasant,29464,32.82026,-79.846061,4,801
SC,Lexington,29072,33.97986,-81.26052,4,802
SC,N Charleston,29406,32.92896,-80.02842,4,803
NC,Apex,27523,35.713062,-78.823781,4,804
SC,Johns Island,29455,32.691291,-80.091155,4,805
SC,Columbia,29229,34.127676,-80.896127,4,806
NC,Morrisville,27560,35.825795,-78.836037,4,807
NC,Burlington,27215,36.03342,-79.49088,4,808
SC,Myrtle Beach,29577,33.6606,-78.92394,4,809
SC,Hilton Head Island,29928,32.161512,-80.752518,4,810
NC,Concord,28025,35.400953,-80.583807,4,811
NC,Greensboro,27405,36.11058,-79.7406,4,812
SC,Beaufort,29906,32.432733,-80.673074,4,813
NC,Raleigh,27615,35.889314,-78.637839,4,814
SC,Mt. Pleasant,29466,32.792155,-79.863357,4,815
SC,Mt. Pleasant,29464,32.82026,-79.846061,4,816
SC,Charleston,29407,32.800052,-80.010928,4,817
SC,Ravenel,29470,32.791062,-80.221919,4,818
SC,Johns Island,29455,32.691291,-80.091155,4,819
SC,Ravenel,29470,32.791062,-80.221919,4,820
SC,Beaufort,29906,32.432733,-80.673074,4,821
SC,Myrtle Beach,29577,33.6606,-78.92394,4,822
SC,Myrtle Beach,29588,33.676817,-79.014238,4,823
SC,Ridgeland,29936,32.481598,-80.984342,4,824
NC,Cary,27518,35.756619,-78.78153,4,825
NC,Castle Hayne,28429,34.325657,-77.908843,4,826
NC,Raleigh,27606,35.754707,-78.722559,4,827
NC,Goldsboro,27530,35.37996,-78.09786,4,828
NC,Goldsboro,27534,35.370546,-77.930853,4,829
NC,Goldsboro,27534,35.370546,-77.930853,4,830
NC,Goldsboro,27530,35.37996,-78.09786,4,831
NC,Jacksonville,28546,34.774523,-77.381406,4,832
NC,Kenly,27542,35.590858,-78.122283,4,833
NC,Wilmington,28403,34.204361,-77.883608,4,834
NC,Wilson,27896,35.75562,-77.944711,4,835
NC,Carrboro,27510,35.915484,-79.078537,4,836
FL,Belleview,34420,29.044347,-82.036592,4,837
FL,Jacksonville,32246,30.305263,-81.511694,4,838
FL,Jacksonville,32225,30.348896,-81.50107,4,839
FL,Gainesville,32607,29.643647,-82.414335,4,840
FL,Gainesville,32608,29.602269,-82.399138,4,841
FL,Baldwin,32234,30.219367,-81.997401,4,842
FL,Newberry,32669,29.647073,-82.599723,4,843
FL,Jacksonville,32258,30.139567,-81.544736,4,844
FL,Williston,32696,29.388078,-82.453512,4,845
FL,Jacksonville Beach,32250,30.28122,-81.41682,4,846
FL,Orlando,32826,28.580464,-81.186488,4,847
FL,Kissimmee,34743,28.328203,-81.354643,4,848
FL,Jacksonville,32234,30.219367,-81.997401,4,849
FL,Flagler Beach,32136,29.449219,-81.119771,4,850
FL,Palm Coast,32137,29.54147,-81.226479,4,851
FL,Jacksonville,32224,30.275858,-81.461221,4,852
FL,Bunnell,32110,29.466087,-81.247622,4,853
FL,Jacksonville,32256,30.191339,-81.49456,4,854
FL,St Augustine,32084,29.88516,-81.31398,4,855
FL,Citra,32113,29.386926,-82.118936,4,856
FL,Deltona,32738,28.910545,-81.192559,4,857
FL,Kissimmee,34744,28.277758,-81.350625,4,858
FL,Palm Coast,32137,29.54147,-81.226479,4,859
FL,Debary,32713,28.882535,-81.306446,4,860
FL,Jacksonville,32226,30.466832,-81.547848,4,861
FL,Orlando,32825,28.522353,-81.227289,4,862
FL,St Augustine,32084,29.88516,-81.31398,4,863
FL,Jacksonville,32256,30.191339,-81.49456,4,864
FL,Jacksonville,32256,30.191339,-81.49456,4,865
FL,Palm Coast,32164,29.532413,-81.230479,4,866
FL,Green Cove Springs,32043,29.958919,-81.736288,4,867
FL,Jacksonville,32218,30.461492,-81.625786,4,868
FL,Apopka,32712,28.736116,-81.538717,4,869
FL,Palm Coast,32137,29.54147,-81.226479,4,870
FL,Melbourne,32940,28.22581,-80.688308,4,871
FL,Starke,32091,29.949586,-82.112253,4,872
FL,Newberry,32669,29.647073,-82.599723,4,873
FL,Jacksonville,32224,30.275858,-81.461221,4,874
FL,Middleburg,32068,30.092929,-81.867697,4,875
FL,Gainesville,32606,29.696881,-82.411723,4,876
FL,Gainesville,32608,29.602269,-82.399138,4,877
FL,Gainesville,32608,29.602269,-82.399138,4,878
FL,Gainesville,32653,29.66249,-82.325135,4,879
FL,Archer,32618,29.544826,-82.514549,4,880
FL,Gainesville,32641,29.653504,-82.32719,4,881
FL,Gainesville,32608,29.602269,-82.399138,4,882
FL,Gainesville,32606,29.696881,-82.411723,4,883
FL,Gainesville,32605,29.680283,-82.372095,4,884
FL,Gainesville,32601,29.648924,-82.304742,4,885
FL,Keystone Heights,32656,29.798149,-81.989223,4,886
FL,Atlantic Beach,32233,30.35562,-81.51846,4,887
FL,St Augustine,32086,29.759403,-81.30397,4,888
FL,Jacksonville,32259,30.091233,-81.625682,4,889
FL,Jacksonville,32218,30.461492,-81.625786,4,890
FL,Gainesville,32601,29.648924,-82.304742,4,891
FL,Interlachen,32148,29.641935,-81.900984,4,892
FL,Ocala,34482,29.229052,-82.306676,4,893
FL,Ocala,34472,29.091917,-81.98932,4,894
FL,Ocala,34471,29.17026,-82.091441,4,895
FL,Gainesville,32609,29.695004,-82.299594,4,896
FL,Panama City,32401,30.160005,-85.649607,4,897
FL,Jacksonville,32218,30.461492,-81.625786,4,898
FL,Oxford,34484,28.92312,-82.043905,4,899
FL,Tallahassee,32301,30.4293,-84.2571,4,900
FL,St. Augustine,32095,29.916697,-81.339048,4,901
SC,Spartanburg,29306,34.928003,-81.908736,4,902
SC,Inman,29349,35.061669,-82.059864,4,903
SC,Chester,29706,34.711411,-81.207675,4,904
SC,Union,29379,34.714757,-81.621133,4,905
SC,Spartanburg,29302,34.957122,-81.863011,4,906
NC,Cary,27518,35.756619,-78.78153,4,907
SC,Myrtle Beach,29579,33.655004,-78.945276,4,908
SC,Charleston,29401,32.779122,-79.939806,4,909
SC,Charleston,29403,32.798426,-79.948096,4,910
SC,Mt. Pleasant,29464,32.82026,-79.846061,4,911
NC,Concord,28027,35.411756,-80.646757,4,912
SC,Myrtle Beach,29579,33.655004,-78.945276,4,913
MS,Clarksdale,38614,34.175236,-90.640469,4,914
MS,Winona,38967,33.483835,-89.732137,4,915
MS,Grenada,38901,33.783216,-89.806975,4,916
MS,Grenada,38901,33.783216,-89.806975,4,917
MS,Batesville,38606,34.316846,-89.949955,4,918
MS,Pontotoc,38863,34.22568,-88.97454,4,919
MS,New Albany,38652,34.491548,-89.012762,4,920
MS,Pontotoc,38863,34.22568,-88.97454,4,921
MS,Oxford,38655,34.35036,-89.51898,4,922
MS,Batesville,38606,34.316846,-89.949955,4,923
AL,Midland City,36350,31.278807,-85.501242,4,924
AL,Dothan,36303,31.25424,-85.3989,4,925
NC,Charlotte,28262,35.320146,-80.741193,4,926
SC,Summerville,29483,33.017824,-80.21135,4,927
AL,Theodore,36582,30.532137,-88.179287,4,928
AL,Gulf Shores,36542,30.274095,-87.715267,4,929
AL,Theodore,36582,30.532137,-88.179287,4,930
AL,Grand Bay,36541,30.490561,-88.330633,4,931
AL,Brewton,36426,31.209444,-87.218333,4,932
AL,East Brewton,36426,31.209444,-87.218333,4,933
AL,Monroeville,36460,31.514812,-87.327625,4,934
AL,Bay Minette,36507,30.874562,-87.775538,4,935
AL,Saraland,36571,30.822782,-88.095227,4,936
AL,Mobile,36619,30.593684,-88.184484,4,937
AL,Orange Beach,36561,30.296786,-87.548627,4,938
AL,Mobile,36695,30.647608,-88.237461,4,939
AL,Foley,36535,30.398083,-87.704195,4,940
AL,Mobile,36608,30.692961,-88.194383,4,941
FL,Pensacola,32502,30.423197,-87.226657,4,942
FL,Pensacola,32534,30.525975,-87.279037,4,943
FL,Pensacola,32534,30.525975,-87.279037,4,944
MS,Ocean Spring,39532,30.461218,-88.949246,4,945
LA,Slidell,70461,30.268846,-89.678399,4,946
NC,Boone,28607,36.21864,-81.6546,4,947
KS,Cimarron,67835,37.90458,-100.33278,4,948
KS,Goodland,67735,39.348821,-101.712088,4,949
KS,Andover,67002,37.700039,-97.13831,4,950
KS,Emporia,66801,38.409293,-96.189099,4,951
KS,Grantville,66429,39.094005,-95.527752,4,952
KS,Andover,67002,37.700039,-97.13831,4,953
KS,Garden City,67846,37.97343,-100.849523,4,954
KS,Liberal,67901,37.041883,-100.928884,4,955
MO,Lee's Summit,64063,38.917563,-94.362282,4,956
KS,Dodge City,67801,37.757785,-100.018943,4,957
MO,Kansas City,64131,38.967545,-94.573365,4,958
KS,Olathe,66061,38.884071,-94.870529,4,959
KS,Lawrence,66046,38.943832,-95.255319,4,960
KS,Wichita,67226,37.742159,-97.242969,4,961
KS,Wichita,67206,37.703526,-97.234538,4,962
KS,Augusta,67010,37.691488,-96.976061,4,963
KS,Wichita,67209,37.66319,-97.422577,4,964
KS,Lawrence,66046,38.943832,-95.255319,4,965
KS,Lawrence,66044,38.962471,-95.254516,4,966
KS,Park City,67219,37.756398,-97.317064,4,967
NC,Pembroke,28372,34.682421,-79.194731,4,968
FL,Palm Bay,32909,27.969161,-80.647489,4,969
SC,Conway,29526,33.832026,-79.043531,4,970
FL,Lake Mary,32746,28.75992,-81.34584,4,971
FL,Hawthorne,32640,29.591884,-82.112532,4,972
FL,Sanford,32771,28.79419,-81.297139,4,973
FL,Port Orange,32127,29.110341,-80.980002,4,974
FL,Deland,32724,29.04151,-81.285829,4,975
FL,Deland,32720,29.028004,-81.325835,4,976
FL,Ormond Beach,32174,29.289955,-81.123815,4,977
FL,Weirsdale,32195,28.98182,-81.917908,4,978
FL,Sanford,32771,28.79419,-81.297139,4,979
FL,Minneola,34715,28.592359,-81.799392,4,980
FL,Deland,32720,29.028004,-81.325835,4,981
FL,Oakland,34787,28.532903,-81.590667,4,982
FL,East Palatka,32131,29.664677,-81.563252,4,983
FL,Eustis,32736,28.8899,-81.51475,4,984
FL,Summerfield,34491,28.991165,-82.046372,4,985
FL,Ocala,34475,29.226341,-82.159076,4,986
FL,Ocala,34476,29.085582,-82.193215,4,987
FL,Davenport,33897,28.199309,-81.61863,4,988
FL,Winter Springs,32708,28.68102,-81.2808,4,989
FL,Orlando,32826,28.580464,-81.186488,4,990
FL,Davenport,33897,28.199309,-81.61863,4,991
FL,Orange City,32763,28.943912,-81.301782,4,992
FL,Palatka,32177,29.644139,-81.659574,4,993
FL,Eustis,32736,28.8899,-81.51475,4,994
FL,St Augustine,32086,29.759403,-81.30397,4,995
FL,Silver Springs,34488,29.225427,-81.949001,4,996
FL,Ocala,34470,29.203104,-82.091918,4,997
FL,Sanford,32771,28.79419,-81.297139,4,998
FL,Tavares,32778,28.801667,-81.736253,4,999
FL,New Smyrna Beach,32168,29.002944,-81.017002,4,1000
FL,Altoona,32702,29.014274,-81.624817,4,1001
FL,Oviedo,32765,28.648105,-81.210071,4,1002
FL,Orlando,32825,28.522353,-81.227289,4,1003
FL,Debary,32713,28.882535,-81.306446,4,1004
FL,Ormond Beach,32174,29.289955,-81.123815,4,1005
FL,St Augustine,32080,29.832017,-81.272761,4,1006
FL,Port Orange,32128,29.13051,-81.118481,4,1007
FL,Palatka,32177,29.644139,-81.659574,4,1008
FL,Oviedo,32732,28.745894,-81.119322,4,1009
FL,Umatilla,32784,28.92794,-81.664305,4,1010
FL,Ocoee,34761,28.580595,-81.539393,4,1011
FL,Osteen,32764,28.848035,-81.14074,4,1012
FL,Belleview,34420,29.044347,-82.036592,4,1013
FL,Ocala,34475,29.226341,-82.159076,4,1014
FL,Deland,32724,29.04151,-81.285829,4,1015
FL,Ocala,34481,29.134462,-82.331561,4,1016
NC,Hope Mills,28306,35.010174,-78.930528,4,1017
NC,Fayetteville,28311,35.128576,-78.897217,4,1018
NC,Spring Lake,28390,35.175116,-78.976743,4,1019
NC,Fayetteville,28303,35.081833,-78.962365,4,1020
NC,Spring Lake,28390,35.175116,-78.976743,4,1021
NC,Newton,28658,35.658361,-81.233412,4,1022
NC,Fayetteville,28314,35.05772,-79.003491,4,1023
NC,Fayetteville,28306,35.010174,-78.930528,4,1024
NC,Fayetteville,28304,35.029744,-78.970982,4,1025
NC,Fayetteville,28312,35.066291,-78.866574,4,1026
NC,Fayetteville,28306,35.010174,-78.930528,4,1027
NC,Fayetteville,28311,35.128576,-78.897217,4,1028
NC,Fayetteville,28303,35.081833,-78.962365,4,1029
NC,Indian Trail,28079,35.098742,-80.631203,4,1030
NC,Monroe,28110,35.010982,-80.551224,4,1031
NC,Hope Mills,28348,34.967775,-78.945409,4,1032
NC,Raeford,28376,34.986107,-79.206141,4,1033
NC,South Brunswick,28469,33.923901,-78.459091,4,1034
NC,Hope Mills,28348,34.967775,-78.945409,4,1035
NC,Fayetteville,28312,35.066291,-78.866574,4,1036
NC,Lillington,27546,35.397219,-78.813484,4,1037
NC,Fayetteville,28311,35.128576,-78.897217,4,1038
